years_used,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
9,90000,0,1,0,0,13.68,2393,147.51,7.0,1650000
7,70000,0,0,0,0,21.38,1396,88.7,5.0,1050000
12,57000,0,0,0,0,22.9,1248,74.0,5.0,380000
8,70000,0,0,0,0,26.59,1248,74.0,5.0,650000
9,49200,1,0,0,0,21.1,814,55.2,5.0,275000
16,125000,1,0,0,1,13.5,1799,130.0,5.0,220000
17,60000,1,0,0,1,19.81,1086,68.05,5.0,200000
10,120000,1,0,0,1,15.37,1196,73.0,5.0,315000
21,110000,1,0,0,2,19.7,796,46.3,5.0,90000
18,70000,1,0,0,1,18.9,1061,67.0,5.0,120000
19,168000,1,0,0,1,18.9,998,67.1,5.0,90000
7,30000,0,0,0,0,16.0,2179,140.0,7.0,1500000
10,60000,0,0,0,0,24.0,1120,70.0,5.0,370000
9,131111,0,0,0,0,25.2,1248,74.0,5.0,595000
18,120000,0,0,0,1,19.2,1461,65.0,5.0,150000
13,58400,0,0,0,1,19.3,1248,73.9,5.0,400000
9,23400,1,0,0,1,23.95,998,67.1,5.0,310000
7,50000,1,0,0,0,23.1,998,67.04,5.0,385000
11,90000,0,0,0,0,15.1,2179,140.0,7.0,750000
6,3010,1,0,1,0,20.3,1086,68.0,5.0,521000
15,80000,0,0,0,0,21.12,1248,88.8,5.0,180000
14,155000,0,0,0,1,17.8,1399,68.0,5.0,220000
27,70000,1,0,0,1,16.1,796,37.0,4.0,40000
7,4000,1,0,0,0,18.9,1197,81.86,5.0,540000
18,35000,1,0,0,1,19.7,796,46.3,5.0,140000
22,121000,1,0,0,0,17.3,993,60.0,5.0,200000
10,110000,0,0,0,1,22.77,1498,98.59,5.0,650000
15,170000,0,0,0,1,17.8,1399,68.0,5.0,229999
15,175000,0,0,0,2,17.8,1248,75.0,5.0,305000
7,30000,0,0,0,0,16.0,1997,140.0,7.0,1400000
17,163000,0,0,0,0,17.8,1399,68.0,5.0,200000
17,163000,0,0,0,0,17.8,1399,68.0,5.0,200000
15,77088,0,0,0,0,14.0,2489,95.0,8.0,465000
14,110000,0,0,0,2,23.08,1461,63.1,5.0,210000
9,136511,0,0,0,0,15.96,2523,62.1,7.0,570000
10,80000,1,0,0,0,16.02,1373,93.7,7.0,570000
10,60000,1,0,0,0,16.02,1373,93.7,7.0,650000
9,36000,1,0,0,0,20.85,1197,83.14,5.0,620000
13,65000,1,0,0,1,18.9,998,67.1,5.0,250000
14,50000,0,0,1,0,17.05,1995,184.0,5.0,1000000
13,60000,2,0,0,0,26.2,998,58.2,5.0,300000
12,82500,0,0,0,0,20.3,1248,75.0,5.0,300000
7,30000,0,0,0,1,23.0,1498,98.96,5.0,810000
14,100000,0,0,0,2,18.3,1991,147.9,5.0,270000
10,70000,0,0,0,1,26.59,1248,74.0,5.0,470000
8,85000,0,0,0,0,20.65,1248,88.7,5.0,400000
11,60000,1,0,0,1,20.51,998,67.04,5.0,300000
10,20000,1,0,0,2,22.74,796,47.3,5.0,170000
11,80000,0,0,0,0,19.01,1461,108.45,5.0,455999
16,100000,0,0,0,1,13.0,2489,95.0,8.0,121000
9,80000,0,0,0,1,24.3,1248,88.5,5.0,650000
8,35000,1,0,0,0,17.57,1193,88.7,5.0,350000
12,139000,0,0,0,0,25.44,936,57.6,5.0,125000
20,90000,1,0,1,1,19.7,796,46.3,5.0,80000
17,100000,1,0,0,0,17.7,1497,78.0,5.0,250000
14,90000,0,0,0,0,20.54,1598,103.6,5.0,225000
18,105000,0,0,0,1,13.6,2523,63.0,7.0,215000
8,40000,0,0,0,1,25.4,1186,73.97,5.0,450000
8,90000,1,0,0,0,20.14,1197,81.86,5.0,509999
10,36710,1,0,0,1,22.74,796,47.3,5.0,245000
7,50000,0,0,0,0,23.5,909,45.0,8.0,400000
9,28180,0,1,0,0,23.65,1248,88.5,5.0,620000
8,44000,0,1,0,0,23.65,1248,88.5,5.0,650000
6,15000,0,0,0,0,17.0,1956,138.1,5.0,1700000
6,4000,1,0,0,0,19.72,1198,67.0,7.0,590000
11,30000,0,0,0,0,23.2,1248,73.94,5.0,370000
12,15000,1,0,0,0,18.6,1197,85.8,5.0,350000
8,20000,1,0,0,0,21.4,1197,83.1,5.0,580000
7,56000,1,0,0,0,18.9,1197,81.86,5.0,450000
8,19000,1,0,0,0,17.19,1197,81.86,5.0,600000
9,30000,0,0,1,0,12.62,2198,158.0,7.0,2400000
8,70000,1,0,0,0,18.6,1197,81.83,5.0,450000
16,30000,0,0,0,0,19.09,1396,69.0,5.0,150000
6,15000,1,0,0,0,15.37,1196,73.0,5.0,400000
12,85000,1,0,0,0,22.74,796,47.3,5.0,185000
7,50000,1,0,1,0,22.0,1197,81.8,5.0,625000
6,20000,1,0,0,0,17.19,1197,81.86,5.0,700000
8,25000,1,0,0,0,20.51,998,67.04,5.0,390000
7,25000,1,0,0,0,17.0,1198,108.5,5.0,625000
11,50000,1,0,0,0,19.1,1197,85.8,5.0,400000
14,150000,0,0,0,3,23.0,1396,90.0,5.0,380000
16,90000,1,0,1,0,14.53,1794,138.1,5.0,400000
6,100000,1,0,0,0,17.57,1193,88.7,5.0,620000
17,180000,0,0,0,1,17.8,1399,67.0,5.0,190000
12,50000,1,0,0,1,22.74,796,47.3,5.0,210000
13,80000,0,0,0,2,23.2,1248,73.94,5.0,270000
26,100000,1,0,0,2,17.3,993,60.0,5.0,45000
11,93000,1,0,0,1,21.1,814,55.2,5.0,220000
11,11500,0,0,0,0,15.96,2523,63.0,9.0,550000
12,120000,1,0,0,0,18.5,1197,82.85,5.0,370000
10,50000,0,0,0,0,14.95,2489,93.7,9.0,650000
13,120000,1,0,0,0,16.8,1497,116.3,5.0,550000
15,100000,0,0,0,1,17.8,1399,68.0,5.0,225000
21,57000,1,0,0,1,16.1,796,37.0,4.0,40000
9,60000,1,0,0,0,21.1,814,55.2,5.0,280000
8,44077,1,1,1,0,17.01,1499,110.5,5.0,570000
8,90000,1,0,0,1,24.7,796,47.3,5.0,290000
7,50000,0,0,0,1,21.19,1396,88.73,5.0,720000
8,60000,0,0,0,0,22.77,1498,98.59,5.0,800000
13,20000,1,0,0,2,19.81,1086,68.05,5.0,265000
15,90000,1,0,0,2,19.7,796,46.3,5.0,135000
9,70000,0,0,0,1,25.83,1498,99.0,5.0,350000
9,80000,0,0,0,0,18.2,1248,73.74,8.0,490000
13,72000,0,0,0,1,22.32,1582,126.32,5.0,450000
9,50000,0,0,0,0,15.4,1997,120.0,7.0,950000
13,90000,1,0,0,1,17.5,1298,85.8,5.0,355000
6,17000,1,0,0,0,18.6,1197,81.86,5.0,700000
13,70000,0,0,0,0,12.05,2179,120.0,8.0,459999
13,74000,0,0,0,1,22.07,1199,73.9,5.0,350000
19,60000,1,0,0,1,19.7,796,46.3,5.0,85000
9,15000,1,0,0,0,22.74,796,47.3,5.0,290000
6,72000,0,0,0,0,25.5,1498,98.6,5.0,1000000
17,25000,1,0,0,1,16.84,1193,64.4,5.0,85000
22,114000,1,0,0,0,19.7,796,46.3,5.0,65000
20,120000,1,0,0,0,13.0,1493,100.0,5.0,75000
22,250000,0,0,0,1,18.7,1896,66.0,5.0,100000
16,55768,0,0,0,0,17.0,1405,71.0,5.0,170000
8,40000,1,0,1,0,18.9,1197,81.86,5.0,525000
5,70000,1,0,0,1,21.79,998,67.05,5.0,265000
7,50000,1,0,0,0,20.3,1199,84.0,5.0,459999
8,20000,1,0,0,0,23.95,998,67.05,5.0,250000
12,70000,0,0,0,1,23.4,1248,74.0,5.0,395000
11,60000,1,0,0,0,18.9,1197,82.0,5.0,375000
16,120000,0,0,0,0,17.0,1405,71.0,5.0,120000
14,110000,0,0,0,1,21.1,1248,73.9,5.0,290000
8,60000,1,0,0,0,23.84,1199,84.0,5.0,409999
16,30000,1,0,0,0,16.5,995,63.0,5.0,200000
7,35000,0,0,0,0,21.13,1498,108.6,5.0,900000
22,50000,1,0,0,2,16.1,796,37.0,4.0,50000
13,100000,0,0,0,0,19.01,1461,108.45,5.0,450000
13,80000,0,0,0,2,15.1,2179,140.0,7.0,650000
11,84000,0,0,0,1,20.14,1498,88.5,5.0,300000
11,60000,0,0,0,0,25.01,1498,89.75,5.0,425000
27,50000,1,0,0,1,17.3,993,60.0,5.0,55000
14,60000,1,0,0,1,20.36,1197,78.9,5.0,200000
10,100000,0,0,0,0,16.0,2179,140.0,7.0,975000
12,70000,0,0,0,0,15.96,2523,62.1,7.0,450000
11,82500,0,0,0,1,15.96,2523,62.1,7.0,600000
11,76000,0,0,0,0,15.96,2523,62.1,9.0,550000
14,87000,0,0,0,0,18.0,1248,75.0,5.0,180000
15,120000,0,0,0,0,14.0,2498,112.0,7.0,300000
9,70000,1,0,0,1,17.57,1193,88.7,5.0,350000
11,90000,0,0,0,0,23.4,1248,74.0,5.0,465000
15,188000,0,0,0,1,21.12,1248,88.8,5.0,200000
11,120000,0,0,0,1,18.2,1248,73.8,8.0,350000
10,80000,1,0,0,0,17.4,1497,117.3,5.0,650000
15,123278,1,0,0,1,20.36,1197,78.9,5.0,150000
11,100000,0,0,0,1,26.0,1498,98.6,5.0,560000
10,90000,0,0,0,0,21.19,1396,88.73,5.0,625000
13,110000,0,0,0,0,20.0,1399,68.0,5.0,220000
12,110000,0,0,0,0,20.0,1399,68.1,5.0,250000
7,70000,0,0,0,0,20.65,1248,88.7,5.0,575000
10,65000,0,0,0,0,15.1,2179,140.0,7.0,1050000
10,70000,0,0,1,1,16.36,2179,187.7,5.0,3000000
13,90000,0,0,0,2,11.57,2179,138.1,7.0,200000
9,50000,1,0,0,0,22.74,796,47.3,5.0,262000
7,33000,1,0,0,0,21.1,814,55.2,5.0,299000
10,26500,1,0,0,0,22.74,796,47.3,5.0,250000
14,60000,1,0,0,3,17.92,1086,62.1,5.0,140000
12,70000,0,0,0,2,23.4,1248,74.0,5.0,360000
10,80000,1,0,0,0,20.63,1198,67.06,5.0,210000
8,60000,0,0,0,0,22.54,1396,88.73,5.0,600000
14,100000,0,0,0,0,19.5,1199,75.0,5.0,210000
14,80000,0,0,0,1,20.54,1598,103.6,5.0,300000
9,35000,1,0,0,0,18.9,1197,82.0,5.0,450000
7,35000,0,0,1,0,10.91,3198,197.0,7.0,3200000
6,10000,1,0,0,0,18.9,1197,81.86,5.0,550000
14,80000,0,0,0,0,18.0,1248,75.0,5.0,100000
13,50000,1,0,0,1,21.1,814,55.2,5.0,185000
19,90000,1,0,0,1,17.3,1061,64.0,5.0,80000
8,80000,1,0,0,0,24.7,796,47.3,5.0,295000
8,25000,1,0,0,0,23.01,999,67.0,5.0,360000
11,70000,1,0,0,0,20.92,998,67.1,5.0,210000
6,80000,1,0,1,0,17.4,1197,81.86,5.0,585000
9,50000,0,0,0,0,20.14,1498,88.7,5.0,560000
10,70000,0,0,0,0,26.0,1498,98.6,5.0,600000
8,60000,1,0,0,0,20.63,1198,67.0,5.0,330000
6,15000,1,0,0,0,17.0,1591,121.3,5.0,990000
13,90000,0,0,0,0,23.59,1364,67.1,5.0,300000
7,28000,1,0,0,0,17.0,1198,108.5,5.0,650000
6,20000,1,0,1,0,17.4,1197,81.86,5.0,695000
11,60000,0,0,0,0,24.0,1120,70.0,5.0,300000
10,22000,1,0,0,0,22.74,796,47.3,5.0,270000
15,70000,0,0,0,1,11.57,2179,138.1,7.0,185000
12,80000,0,0,0,0,22.1,1248,76.9,5.0,200000
6,35000,3,0,0,0,26.6,998,58.16,5.0,459999
7,60000,0,0,0,0,21.5,1497,108.5,5.0,860000
7,20000,1,0,0,0,23.84,1199,84.0,5.0,400000
12,142000,0,0,0,1,23.2,1248,73.94,5.0,240000
10,72000,0,0,0,0,26.59,1248,74.0,5.0,570000
7,90000,0,0,0,0,23.0,1498,98.96,5.0,850000
14,80000,0,0,0,2,20.0,1399,68.0,5.0,155000
14,125000,0,0,0,0,23.0,1396,90.0,5.0,270000
10,33000,1,0,0,0,20.73,1373,91.1,5.0,610000
10,50000,0,0,0,0,19.67,1582,126.2,5.0,1000000
13,120000,0,0,0,1,12.05,2179,120.0,9.0,450000
7,35000,0,0,0,0,25.4,1186,73.97,5.0,500000
7,43000,0,0,0,0,27.4,1498,98.63,5.0,700000
18,60000,1,0,0,0,19.7,796,46.3,5.0,135000
13,148000,0,0,0,1,12.05,2179,120.0,9.0,430000
11,70000,0,0,0,1,22.32,1582,126.32,5.0,625000
14,96000,1,0,0,0,16.95,1498,97.7,5.0,280000
10,70000,0,0,0,0,15.4,1997,120.0,7.0,800000
13,70000,0,0,0,1,23.2,1248,73.94,5.0,220000
8,18484,1,0,0,0,20.89,1197,81.8,5.0,620000
14,70000,0,0,0,0,13.93,2179,138.03,7.0,300000
15,25000,1,0,0,1,19.7,796,46.3,5.0,180000
12,120000,0,0,0,2,22.07,1199,73.9,5.0,250000
8,55000,1,0,0,0,20.85,1197,83.14,5.0,480000
6,10000,1,0,0,1,17.0,1497,121.31,5.0,885000
5,60000,0,0,0,0,25.32,1198,77.0,6.0,550000
7,30000,0,0,0,0,28.4,1248,74.02,5.0,800000
12,65000,1,0,0,0,17.92,1086,62.1,5.0,180000
13,50000,0,0,0,1,21.9,1396,88.76,5.0,380000
6,2560,1,0,1,0,24.0,1199,83.81,5.0,520000
21,60000,1,0,0,0,19.7,796,46.3,5.0,90000
9,80000,1,0,0,1,20.51,998,67.04,5.0,330000
26,50000,1,0,0,1,16.1,796,37.0,4.0,40000
10,120000,0,0,0,0,18.2,1248,73.8,8.0,370000
16,120000,1,0,0,1,16.8,1497,116.3,5.0,290000
12,47000,1,0,0,1,21.1,814,55.2,5.0,215000
8,45000,0,0,0,0,17.6,2179,153.86,7.0,1282000
13,90000,0,0,0,0,12.8,2494,102.0,8.0,610000
12,110000,0,0,0,1,21.27,1396,88.76,5.0,380000
8,95000,0,0,0,0,15.4,1997,120.0,7.0,1250000
13,103655,0,0,0,1,22.32,1582,126.3,5.0,400000
7,25000,1,0,1,1,17.4,1197,81.86,5.0,700000
11,80000,0,0,0,0,19.01,1461,108.45,5.0,650000
11,50000,1,0,0,1,25.4,624,37.5,4.0,95000
10,56975,0,0,0,0,16.0,2179,140.0,7.0,1147000
15,110000,1,0,0,0,0.0,1086,62.0,5.0,150000
17,80000,1,0,0,2,19.7,796,46.3,5.0,120000
15,187000,0,1,0,1,17.8,1399,68.0,5.0,180000
12,69000,0,1,0,0,18.6,1388,67.0,5.0,325000
10,206000,0,1,0,0,22.77,1498,98.59,5.0,550000
7,27000,0,1,0,0,22.77,1498,98.59,5.0,950000
11,132000,0,1,0,1,22.7,1498,89.84,5.0,500000
8,75000,0,1,0,0,26.1,1498,99.23,5.0,725000
10,18000,1,1,0,1,18.5,1194,94.93,5.0,500000
14,218000,0,0,0,0,21.0,1461,64.1,5.0,180000
9,10000,0,0,0,0,22.54,1396,88.73,5.0,650000
15,80000,0,0,0,0,17.8,1248,75.0,5.0,285000
14,215000,0,0,0,0,21.0,1461,64.1,5.0,210000
13,137000,0,0,0,0,17.8,1399,67.0,5.0,200000
14,65000,0,0,0,1,20.54,1598,103.6,5.0,295000
18,120000,1,0,0,2,17.7,1497,78.0,5.0,160000
8,10000,1,0,1,0,23.1,998,67.04,5.0,450000
9,20000,1,0,0,0,20.62,1198,67.0,7.0,385000
14,93500,0,0,0,1,18.6,1388,67.0,5.0,350000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
6,70000,0,0,0,0,28.4,1248,74.02,5.0,558000
15,56000,1,0,0,2,17.92,1086,62.1,5.0,165000
13,80000,0,0,0,1,21.9,1396,88.76,5.0,300000
6,5000,1,0,0,0,20.3,1086,68.0,5.0,500000
13,100000,0,0,0,0,15.1,2179,140.0,7.0,900000
17,60000,0,0,1,2,11.0,2993,235.0,5.0,830000
11,65000,0,0,0,1,21.14,1498,103.52,5.0,640000
10,70000,0,0,0,2,15.4,2179,120.0,7.0,900000
12,60000,0,0,0,0,18.2,1248,73.8,7.0,450000
7,82000,0,0,0,0,28.09,1248,88.5,5.0,825000
12,80000,0,0,0,1,13.7,2179,138.1,7.0,500000
8,5000,1,0,0,1,18.15,1198,82.0,6.0,325000
11,133000,0,0,0,0,19.01,1461,108.45,5.0,450000
8,25000,1,0,0,1,17.5,1199,88.7,5.0,675000
8,15000,1,0,0,0,17.57,1193,88.7,5.0,415000
8,40000,0,0,0,0,21.38,1396,88.7,5.0,1100000
9,35000,1,0,0,0,17.0,1198,73.75,5.0,500000
11,70000,0,0,0,1,15.96,2523,62.1,7.0,509999
18,152000,0,0,0,3,10.5,2609,120.0,9.0,200000
18,100000,1,0,0,1,16.1,796,37.0,4.0,60000
12,80000,0,0,0,1,22.32,1582,126.3,5.0,500000
16,100000,0,0,0,1,17.2,1396,53.5,5.0,45000
8,50000,1,0,0,0,25.17,799,53.3,5.0,270000
8,40000,1,0,0,0,17.19,1197,81.86,5.0,550000
9,60000,1,0,0,0,23.01,999,67.0,5.0,235000
7,40000,1,0,0,0,18.6,1197,81.83,5.0,600000
10,60000,0,0,0,0,27.3,1498,98.6,5.0,525000
13,90000,0,0,0,0,22.9,1248,74.0,5.0,325000
11,90000,0,0,0,0,23.4,1248,74.0,5.0,420000
11,60000,1,0,0,1,20.92,998,67.1,5.0,229999
12,80000,0,0,0,3,23.4,1248,74.0,5.0,375000
13,120000,0,0,0,0,12.05,2179,120.0,8.0,750000
7,40000,1,0,0,0,23.84,1199,84.0,5.0,400000
12,91000,0,0,0,0,15.1,2179,140.0,7.0,600000
17,80000,1,0,0,2,17.8,1086,63.0,5.0,110000
18,73257,1,0,0,0,16.1,796,37.0,4.0,45000
6,80000,0,0,0,0,0.0,2523,70.0,2.0,722000
5,15000,1,0,0,0,23.84,1199,83.83,5.0,500000
18,110000,0,0,0,1,18.1,1493,110.0,5.0,250000
7,40000,0,0,0,0,21.13,1498,108.6,5.0,950000
12,212000,0,0,0,0,21.64,1461,84.8,5.0,375000
7,30000,0,0,0,0,28.4,1248,74.02,5.0,780000
7,30000,1,0,0,0,20.3,1086,68.0,5.0,575000
8,30000,1,0,0,1,18.6,1197,81.83,5.0,563000
8,15000,1,0,0,0,23.84,1199,84.0,5.0,450000
5,1000,0,0,1,0,13.68,2393,147.51,7.0,2300000
26,26320,1,0,0,0,16.1,796,37.0,4.0,80000
15,135000,0,0,0,1,23.0,1396,90.0,5.0,320000
17,100000,1,0,0,2,13.5,1799,130.0,5.0,375000
8,120000,1,0,0,0,15.37,1196,73.0,5.0,400000
14,230000,0,0,0,0,14.0,2498,112.0,7.0,600000
9,60000,1,0,0,1,23.01,999,67.0,5.0,315000
13,80000,0,0,1,1,16.07,1995,181.0,5.0,1100000
15,190000,0,0,0,1,19.3,1248,73.9,5.0,350000
9,120000,1,0,0,0,15.37,1196,73.0,5.0,375000
12,217000,0,0,0,1,12.99,2494,100.6,8.0,1050000
10,29000,1,0,0,0,23.1,998,67.04,5.0,350000
15,120000,1,0,0,2,18.9,1061,67.0,5.0,120000
10,90000,0,0,0,0,16.0,2179,140.0,7.0,819999
7,30000,1,0,0,0,18.6,1197,81.83,5.0,700000
7,30000,1,0,1,1,23.1,998,67.04,5.0,451999
9,56000,1,0,0,2,18.9,1197,82.0,5.0,500000
10,90000,0,0,0,0,12.99,2494,100.6,8.0,1250000
10,120000,0,0,0,0,18.49,1493,100.0,7.0,500000
10,60000,0,0,0,0,25.2,1248,74.0,5.0,490000
17,147000,0,0,0,1,19.3,1248,73.9,5.0,200000
13,35000,1,0,0,0,18.9,998,67.1,5.0,240000
7,19500,1,0,0,0,18.6,1197,81.83,5.0,655000
7,38426,1,0,0,0,17.19,1197,81.86,5.0,620000
10,35000,1,0,0,1,20.4,1197,83.11,5.0,450000
11,35000,1,0,0,1,20.51,998,67.04,5.0,310000
18,50000,1,0,0,2,19.7,796,46.3,5.0,150000
13,120000,0,0,0,0,25.44,936,57.6,5.0,180000
14,120000,0,0,0,0,19.4,1405,70.0,5.0,150000
14,112000,0,0,0,1,20.0,1399,68.0,5.0,160000
12,70000,0,0,0,2,14.0,2523,75.0,8.0,600000
13,145000,0,0,0,0,20.5,1598,103.5,5.0,380000
18,135000,0,0,0,0,17.0,1405,70.0,5.0,120000
14,500000,0,0,0,1,12.99,2494,100.57,7.0,350000
13,146000,0,0,0,0,19.61,1405,70.0,5.0,135000
7,10000,1,0,0,0,18.9,1197,81.86,5.0,610000
5,50000,0,0,0,0,20.14,1498,88.5,5.0,260000
8,25000,1,0,0,0,20.14,1197,81.86,5.0,500000
9,20000,1,0,0,0,23.01,999,67.0,5.0,220000
19,70000,1,0,0,1,13.5,1799,130.0,5.0,121000
8,50000,0,0,0,0,25.0,1396,69.01,5.0,350000
7,25000,0,0,1,1,15.17,1968,181.0,5.0,2200000
14,100000,0,0,0,1,23.0,1396,90.0,5.0,280000
5,20000,1,0,0,0,17.0,1198,108.5,5.0,919999
14,155000,0,0,0,0,23.0,1396,90.0,5.0,320000
13,70000,0,0,0,3,20.0,1399,68.0,5.0,140000
13,25000,0,0,0,1,21.5,1248,88.8,5.0,310000
19,120000,1,0,0,1,16.1,796,37.0,4.0,65000
12,90000,0,0,0,0,18.2,1248,73.8,7.0,300000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
14,110000,0,0,0,1,15.1,2179,140.0,7.0,575000
11,110000,0,0,0,1,13.49,2179,138.03,5.0,440000
13,100000,0,0,0,1,22.9,1248,74.0,5.0,380000
15,116700,1,0,0,3,15.0,1368,90.0,5.0,140000
10,25000,0,0,0,0,22.95,1248,74.0,5.0,475000
14,200000,0,0,0,2,13.0,2489,95.0,8.0,200000
15,176062,0,0,0,0,17.8,1248,75.0,5.0,400000
17,250000,0,0,0,2,12.8,2494,102.0,8.0,425000
10,82000,0,0,0,0,25.8,1498,98.6,5.0,509999
15,80000,1,0,0,0,19.81,1086,68.05,5.0,275000
8,40000,0,0,0,1,18.2,1248,73.74,7.0,650000
11,129000,0,0,0,0,19.72,1461,108.45,5.0,650000
9,60000,0,0,0,1,20.5,1248,91.7,5.0,360000
7,82000,0,0,1,0,21.73,1498,108.62,5.0,650000
8,50000,0,0,0,1,18.2,1248,73.74,7.0,675000
19,40000,1,0,0,2,16.1,796,37.0,4.0,50000
8,39500,1,0,0,0,20.52,1197,81.8,5.0,445000
7,40000,0,0,0,0,22.54,1396,88.76,5.0,750000
13,56000,0,0,0,1,22.9,1248,74.0,5.0,425000
8,54000,0,0,0,0,22.54,1396,88.73,5.0,850000
9,20000,1,0,0,1,20.51,998,67.04,5.0,400000
11,55896,0,0,0,1,25.0,1396,69.0,5.0,200000
9,35000,0,0,0,0,25.8,1498,98.6,5.0,550000
13,97000,1,0,0,1,19.4,1198,86.8,5.0,250000
11,120000,1,0,0,1,22.74,796,47.3,5.0,206000
11,50000,1,0,0,0,21.1,814,55.2,5.0,290000
15,30400,1,0,0,3,26.0,624,35.0,4.0,45000
6,15000,0,0,0,0,20.0,1497,115.0,5.0,1200000
13,110000,0,0,0,2,21.64,1461,84.8,5.0,220000
17,120000,0,0,1,1,14.84,2143,170.0,5.0,515000
15,100000,1,0,0,0,19.7,796,46.3,5.0,170000
15,120000,0,0,0,1,17.8,1248,75.0,5.0,260000
13,130000,0,0,0,1,20.54,1598,103.6,5.0,315000
14,76000,1,0,0,1,20.92,998,67.1,5.0,225000
13,110000,0,0,0,2,19.33,1968,138.1,5.0,420000
14,96000,0,0,0,0,12.05,2179,120.0,8.0,525000
7,90000,0,0,1,0,28.4,1248,74.0,5.0,670000
13,110000,0,0,0,2,21.64,1461,84.8,5.0,220000
12,25000,0,0,0,0,20.0,1399,68.1,5.0,250000
16,90000,0,0,0,1,19.3,1248,73.9,5.0,229999
16,164000,0,0,0,1,19.3,1248,73.9,5.0,229999
12,120000,1,0,0,1,18.0,1198,86.7,5.0,300000
15,66000,1,0,0,1,19.0,998,66.1,5.0,165000
15,250000,0,0,0,0,13.93,2179,138.0,7.0,295000
14,157000,0,0,0,1,22.32,1582,126.3,5.0,360000
14,157000,0,0,0,1,22.32,1582,126.3,5.0,380000
8,35000,1,0,0,0,23.01,999,67.0,5.0,300000
17,100000,0,0,0,1,12.7,2609,116.6,9.0,320000
9,70000,1,0,0,1,19.44,1198,67.0,7.0,325000
15,30000,0,0,0,1,21.12,1248,88.8,5.0,160000
7,40000,0,0,0,0,16.5,1493,70.0,7.0,630000
5,5000,1,0,0,0,21.21,1197,81.8,5.0,600000
11,30000,1,0,0,1,22.74,796,47.3,5.0,229999
11,70000,0,0,0,1,22.9,1248,74.0,5.0,440000
